Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020<R>,2021<P>
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,52.03046825,56.19863536,56.19313423,53.98613367,55.75297282,57.00941407,55.45620708,56.84176928,57.81974914,59.81842815,62.67961981,64.69396543,66.58350251,69.1700252,70.94114215,62.75031751,66.86502442,71.29512758,77.14288003,80.99366492,82.43178795,85.28394136,83.03320298,86.78371561,87.70562664,94.04441788,92.3413889,92.97147527,93.16208217,92.4350262,96.07872001,95.9104965,96.48139147,100,101.941679,102.9354676,106.7458382,111.5921639,110.5368239,110.3901465,98.69676755,102.3257271
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,51.15754213,55.45728763,55.6721081,54.31438109,55.99406235,57.00397228,55.54805508,56.62712042,57.27541771,59.2184172,62.53717077,65.43956559,68.30270826,70.5719292,72.94467193,64.06674026,65.65715657,66.70687062,72.46043445,74.58541659,75.79780664,78.06725532,76.16775974,73.44114845,83.83822477,87.1099686,88.93945474,88.46620084,94.85216655,89.78170255,94.36314944,97.17903051,97.27172602,100,105.1716727,110.070246,115.2911054,116.7645286,116.4170126,116.8056065,103.5825167,112.1250594
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,33.8676474,37.67934749,37.78799302,35.91146955,37.48125405,38.35320551,36.72422189,37.66682518,38.31175058,40.03385065,42.47259017,44.51294068,46.4660534,48.40544096,51.2670311,47.66901422,50.75001878,55.34856518,59.54702735,63.03579542,67.26419813,67.03374931,68.648794,71.45676484,75.54147865,78.70567744,84.16337832,89.30103258,90.69927689,84.68674388,91.12749827,95.09443287,99.00603306,100,103.2150026,109.1629004,111.7909814,116.1377086,120.2817884,122.0111288,112.7170001,119.5508623
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,56.97129705,60.60392542,60.72865254,59.44960665,60.9115942,61.87548626,60.73784543,61.72470137,62.2755979,63.75720413,66.25853871,68.2350663,70.01815108,71.61034238,77.264506,70.8238571,73.55229706,74.97911378,76.85020831,78.9662087,81.730149,82.2628125,82.45314024,82.66832135,85.84255715,87.0318993,88.80219469,89.53199974,92.30918113,91.44443822,92.901956,95.69879803,97.6230447,100,101.9237567,106.1490626,104.5065756,102.0376043,106.2009981,103.0044929,96.74649604,101.6597604
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,40.92722203,44.56923166,44.60551199,42.51418348,44.09762412,45.27336242,43.75304203,44.98202974,45.79716999,47.45093714,49.81635676,51.21035174,52.50183284,53.84959652,56.64577991,51.81344497,56.80371707,61.79395008,66.76274069,72.11325785,74.65667389,75.75803702,74.34990799,76.24502174,78.17098402,82.46006841,86.12340392,89.70878373,90.31556454,83.30731476,90.50783347,95.01146172,100.9570458,100,101.3373224,104.1111843,106.9431101,113.4468675,116.2900507,114.662642,102.2534156,104.5184184
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,31.13601384,34.99834845,34.90576673,32.39425048,33.92818128,34.93823245,32.96236528,33.95397242,34.5441498,36.1500351,38.695369,40.77131813,43.29603074,45.3106976,48.68818039,45.66199294,50.36539017,56.46202993,61.93370838,63.99395264,66.81661638,66.53965124,66.24494365,66.28547558,71.22643481,76.03718767,80.76767733,84.88461573,86.98666883,84.47502352,89.81637342,96.52348215,99.47018424,100,107.0867044,113.2595453,118.1124989,123.4757786,127.1118084,126.0349717,114.3676543,121.4041724
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,29.62769957,32.27715638,32.09720556,30.89614551,31.90165232,32.33397774,31.50050823,32.33450732,33.18131889,34.93732287,37.20348816,39.47974789,41.79970666,43.93511664,45.63155991,43.70115572,47.86753379,52.56925289,56.49751863,56.43058863,58.61902456,61.61800934,61.48635733,64.02597435,69.66739511,72.65935374,77.40154379,85.63159684,90.12126669,82.42089396,86.62783222,91.46864187,95.75501275,100,103.5422415,108.3493614,116.0804821,120.8365532,127.1940599,128.8139897,98.58233578,114.3943082
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,41.87307734,45.9296029,45.78956719,43.51050468,45.02071817,45.86462976,43.97597608,44.94245744,45.57217951,47.38644422,50.1224863,52.31255363,54.22121566,56.00494933,59.99441143,53.83143821,57.91445157,61.67427707,65.09242116,66.86989429,70.1942325,69.59885704,69.79848778,72.8427536,77.12477671,80.29984494,84.0053301,85.84561915,87.69961052,83.09480164,87.49604047,92.20038996,96.55646978,100,102.864558,106.9708133,111.0974228,115.1938845,120.1186035,119.7187402,110.9348961,115.2647106
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,55.28166828,60.04414426,60.01248822,58.22816644,60.02880891,61.35072528,59.57848233,60.86180784,61.36990622,63.19870217,66.75252129,69.24725466,70.79155864,72.80537134,74.6017429,70.72789006,72.17133301,73.93258516,76.72970408,78.92366041,84.62344355,82.77346845,80.02599464,80.29010123,85.20231173,85.51654743,88.28317045,91.47710281,94.6972009,90.71194788,93.58205123,95.41011894,98.83090348,100,101.7900623,107.4083228,112.6732811,114.0349374,117.0003355,119.1727346,110.6546315,114.6570116
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,43.40459803,48.18461386,47.84599365,44.57291469,46.3248889,47.58402404,44.72559234,45.81324147,46.12728356,47.76690751,51.10532917,53.41993493,56.15172796,57.67879903,62.85204636,59.64925584,62.46108835,68.92117466,73.5210853,76.22801392,82.63173453,79.90643062,73.70569868,71.62894373,75.34244872,79.33937259,84.18812333,85.31921812,85.57785137,80.4157685,84.55588197,92.39578461,97.18024671,100,102.4653907,107.6993812,113.4484807,112.86866,113.9321862,113.7987024,107.9539564,112.0874872
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,47.03537711,51.28052607,51.32624827,48.90095457,50.78417202,52.18142237,50.86346368,52.42977189,53.7425036,55.9783075,58.9287074,61.40197211,63.67615104,65.74821021,66.05066915,65.18803788,70.87738711,72.80367607,75.38359972,74.31588949,73.94579219,71.78785391,67.63625256,67.71537299,70.668912,76.05821528,80.4347777,82.01878244,85.83428783,89.58072485,94.83113618,99.29969717,101.8741108,100,102.016883,101.5505171,96.57844203,92.00910582,84.39354097,81.08182729,83.88560424,90.72984369
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,42.71580605,46.71040457,46.77719733,44.47699325,46.28662022,47.69577461,45.88744572,47.20750668,47.91861036,49.5641849,52.23556043,53.7684652,55.34279639,56.20219817,60.25375789,56.01100103,60.88527301,65.17842952,71.4214167,76.07501483,80.20628842,76.39046547,79.3443932,82.74306478,86.66036934,92.23431848,95.00632004,98.0488628,102.1361743,92.92072124,94.71172959,96.51914098,98.5482929,100,100.9825658,104.0878822,105.7511128,105.309769,107.4487412,109.3352908,100.1230015,101.7576717
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,54.77522759,59.77871479,59.82165229,57.21452541,59.28483544,60.70881736,58.79858692,60.17388512,61.03100033,63.07162784,66.3349599,69.2968579,72.29483946,73.49774425,76.03240968,71.46742388,78.10688934,85.59276702,86.62889228,92.9057094,96.36425204,99.59335891,96.41833404,94.97652709,102.4322876,90.44194594,88.85697863,90.14567286,94.96808972,93.24860477,101.3144798,98.14516461,102.5793039,100,103.0857252,110.0401695,110.4976846,109.0438011,112.8043083,118.1469593,103.912033,108.2496981
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,52.69581504,56.6415414,56.90394864,55.56412711,57.27140884,58.43396958,57.44320541,58.68558457,59.58143762,61.43760067,64.17041633,66.5292004,68.56450672,70.10859242,74.31026751,72.10445776,74.9396248,77.22316596,79.85232686,78.5588996,79.00942027,77.48438654,77.06634103,78.52876269,82.40269986,83.04861527,87.61131291,90.30549784,90.13981845,88.17751062,91.91039388,95.57954523,99.79179281,100,99.92680429,100.5616707,100.4572597,99.32368711,101.620433,102.5900337,94.54668993,98.16421573
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,40.75039781,44.2329806,44.38240255,43.07050342,44.49854234,45.38742582,44.28122604,45.24575823,45.89635393,47.46265664,49.79341854,51.72417763,53.38145007,55.47750779,59.2519786,55.4701047,58.65180872,62.05693733,65.85569305,68.36961739,73.28154083,74.55747136,73.94830933,74.9051474,78.3238926,81.98207811,85.94657641,88.61329869,89.51304561,87.75522736,90.89929262,94.02451812,99.49596975,100,103.7400236,106.7595385,112.3811517,116.9624107,121.0834347,122.0370654,112.4029657,120.4092561
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,36.02344996,38.55767215,38.96528276,38.73243118,39.9797498,40.97770642,40.78261833,41.84804589,42.68592697,44.20158499,46.45230764,48.61331009,50.97660141,52.76397555,54.75546142,55.49079773,55.10426111,57.00746489,61.29722247,60.15709799,59.91851029,62.07949027,66.75701014,69.05021578,71.94985499,71.94764606,76.33752772,78.94327645,86.05789188,88.86904337,98.55083374,98.65047095,101.2732313,100,106.7749905,108.8837523,107.5850197,107.3283616,107.3352444,103.4204599,99.03693404,102.6711565
Valores constantes|Variación porcentual anual|B.1bP---Producto interno bruto<C1>,NA,9.488312378,-0.007583349,-4.362980608,3.486711356,1.878577172,-3.708327138,2.070346266,1.279160154,3.654954036,5.208432235,4.037598203,3.50808332,3.069021463,4.941080684,-6.291230828,6.773258642,6.846852327,5.163925193,2.753554221,4.942453746,-0.404390165,-0.039844458,1.446382644,3.92059081,2.307807066,4.495077894,2.291445714,1.143584587,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194994725,-0.199047772,-7.98791234,4.720565298
"Valores constantes|Variación porcentual anual|D.21-D.31---Impuestos sobre los productos, netos",NA,9.488312578,-0.007583386,-4.362980677,3.486711494,1.878577006,-3.70832706,2.070346105,1.279160401,3.654954076,5.208432123,4.037598218,3.508083206,7.072423803,7.764789316,-9.09595765,6.054993007,7.390971756,4.241116884,4.264089223,2.049583769,0.864412838,0.644670346,1.37080199,4.081569254,3.101112777,7.522536804,1.627496905,3.641111679,-6.445366229,4.18979286,4.054958018,1.484033862,0.928232205,6.197134355,5.795052831,7.25783182,3.630628249,3.322275704,-0.202542589,-13.08103498,8.25762696
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,9.48831237,-0.007583347,-4.362980606,3.48671135,1.878577179,-3.708327141,2.070346272,1.279160145,3.654954035,5.20843224,4.037598203,3.508083325,2.913590099,4.827020463,-6.174762313,6.802156562,6.825113964,5.200988016,2.693440027,5.059341012,-0.454187838,-0.067065997,1.449409602,3.914148619,2.276007941,4.372745233,2.319083803,1.04032256,-5.236564486,5.156986198,3.646748389,3.732209661,1.371443352,2.713982346,3.188216347,2.431550297,2.044799141,2.14344684,-0.198886169,-7.752336536,4.566413505
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,11.13886472,0.427938557,-5.021824363,4.641181295,3.02989838,-3.849027189,3.395349686,2.503005376,5.283194567,7.465756742,5.968730506,5.853160515,4.456531618,6.619739524,-4.827783677,7.6045229,7.322825547,6.283834258,2.07510306,8.665164421,5.2349076,4.671986352,1.044403504,4.41965146,2.428905787,6.54472272,8.8285664,0.429037955,-5.098401369,6.248529404,4.421190255,5.518923413,3.049697093,10.2200676,4.062191695,6.786290233,2.377773087,3.777490527,-1.085109932,-7.925730395,0.924956282
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California<C1>,NA,12.46998403,-0.795958309,-8.359551989,4.488165928,2.710503516,-7.296872035,2.615359889,1.039282363,4.469706629,6.714092067,4.476541174,4.88948176,0.191780793,7.399059426,-9.820807804,12.90426843,12.64773511,4.305867352,8.908883496,9.555917774,-7.452311162,-4.229337693,-0.953008653,5.8798536,2.36466595,5.314248508,1.219680406,-0.871939402,-10.88622059,5.007185994,2.928354224,3.477147035,2.083270435,2.706031309,6.972612273,4.710660704,3.318919618,2.298585665,1.640600133,-3.706451725,8.161070867
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,9.006744307,0.672687808,-1.995749435,3.883044933,2.51292418,-1.459207238,2.632022693,1.790016274,4.503023028,4.056713047,4.886650288,3.793611276,-3.100755932,3.306926035,-4.691411885,13.05251103,4.580594472,2.694265197,3.258969048,6.811135706,5.438209583,-2.778230966,5.545841314,7.230230153,7.175901153,7.160319034,13.39354086,2.613884184,-0.584118303,2.139204758,3.661208931,2.299819083,-1.975518807,0.868812022,12.49159398,2.626429772,10.77125623,16.73037324,-8.225679064,-23.30974694,15.81113729
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Campeche<C1>,NA,9.842239875,-0.256061451,-6.724644503,4.486967132,3.786127508,-3.209874726,4.053248753,3.164205633,4.579371638,5.744516787,3.421939059,3.086945896,-0.754120034,5.183335909,-7.109595163,10.10304114,5.758837961,3.382711217,-5.258908888,7.729931223,7.49367849,2.582940005,8.2815263,1.150317209,-1.984524676,-2.33535255,-6.576569979,-8.478949656,-9.971231496,-3.431134563,-3.64268954,-1.612763773,0.881101283,-4.868190287,-7.05217899,-5.801772526,-10.44429125,-1.564817743,-2.295968958,-6.831390264,-4.070243323
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,10.38971149,-0.08156034,-6.475878354,4.155364138,2.844050016,-5.49537775,2.371884679,0.878598329,3.212365318,5.626009442,3.449765926,5.062074092,2.422377948,2.787708987,-3.370433939,16.09738603,9.022097411,5.062162935,2.554150351,2.368433231,-0.182177734,5.302838419,4.475008554,2.879323523,2.165013349,4.71165812,4.160448321,-0.429964789,-15.45156509,16.28763582,6.787471263,5.035231631,-2.064375908,3.903733416,0.842478986,1.474508893,5.151378928,1.06639768,-0.702662285,-11.25370356,5.877150933
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Colima<C1>,NA,8.222933648,0.987005853,-2.176815923,3.635084136,2.798313779,-1.40735855,2.671329489,1.813255319,3.092433705,4.229656706,2.98599261,2.328743479,2.227060317,4.808689797,-5.637290924,8.054988045,4.446592475,6.915994825,3.279688331,3.792262017,-2.000894012,0.834279301,-2.567490887,0.090238234,0.684602842,6.263885975,6.883116606,1.841111611,-3.175046211,7.253764378,7.260193771,2.951072733,0.974325364,2.494805269,2.320952384,2.814142079,3.513239112,2.93180884,3.873085887,-7.241266215,0.159926758
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,6.047429443,0.768273503,-1.207232232,2.854305987,2.145899959,-0.439398717,2.342033962,1.959209952,3.047473461,3.768356252,3.149372366,3.338395581,3.548635141,4.409558358,-1.29218485,-0.100948721,3.042328597,5.350813973,-0.1823962,1.583211717,-0.750261672,1.49697855,0.775665637,-3.928425854,0.79859964,3.385532683,1.659325557,2.278320348,-0.616178976,5.567222513,3.120880431,1.891968377,-1.337513966,4.664547216,-2.114529693,-0.270163321,-3.293486186,-3.572547435,-2.233998274,-2.765750191,5.394948376
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,10.74860517,-0.397473228,-5.420299939,3.870215685,2.403547736,-5.081738086,2.128067522,0.474618883,3.188117371,6.066202309,3.883216623,3.838629725,3.943575382,4.912084649,-4.079004653,8.879726538,6.612444392,8.147680226,5.799783106,8.395830635,-4.654905667,-1.383845056,2.636707113,4.504653975,3.331404755,7.816007539,3.578944766,1.413313731,-9.009607272,4.168065029,2.305813678,7.424886179,3.72936341,1.974283758,5.136860206,4.614307054,3.236910798,2.281129197,1.560536161,-5.774652176,4.891473384
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,10.57646026,-0.235934335,-3.854889538,2.87309458,-0.182935545,-4.908269862,0.298610072,0.01348441,3.674919191,4.811596579,5.001448854,3.420160266,5.470043622,4.33207914,-6.374602859,4.376181453,7.177932827,3.122091473,3.269053439,6.230529447,-1.263965739,0.896350394,-1.61271773,4.408039255,1.398408168,5.165038649,1.425133821,1.736524527,-3.586152404,3.572207948,3.551272356,3.951672453,1.48567426,2.823935049,4.411083382,3.046933657,2.986110572,2.656990575,0.204049017,-8.805664074,3.067423181
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Durango<C1>,NA,8.167553445,-0.479201106,-3.9442638,2.878301993,1.816845635,-3.104747708,2.000364145,1.163642697,3.144475071,4.593262897,3.176595873,2.155730353,2.149659579,5.3701503,-4.214368688,5.873218449,3.805437788,7.42464339,0.194079451,1.073320516,3.917504013,0.767291231,5.771811277,3.099313028,-1.687401059,3.474922234,1.447564548,1.851877983,-1.592622735,3.792187085,4.16299921,3.759381669,3.339703694,2.071282071,-0.041731135,4.029725504,-0.549011621,1.35935477,0.87699323,-6.90666275,5.498093383
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,9.927684288,0.260418955,-3.992093942,3.761393913,2.209703546,-3.465725098,2.347861023,1.426079545,3.781798688,5.473556704,4.002113218,3.338935909,3.255413663,4.168060266,-3.621262317,6.529839595,6.099969188,6.930572715,1.612750754,5.747401226,0.503080725,4.424838066,2.882924612,2.874105604,0.814364853,5.063809006,2.320265101,2.924893209,-4.244230702,7.368823777,5.993110205,4.151832565,4.143043277,4.290333293,5.445242616,2.979027331,4.581889589,1.265391224,-1.583898493,-7.263517687,4.875683694
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,4.767559038,0.460317592,-1.295845436,1.940904128,1.342228471,-1.154015419,1.356871298,0.899741059,1.984714696,3.081683787,2.43721957,1.677535748,0.106680694,5.856195695,-6.355074631,2.768421289,2.809903249,3.906659116,1.202374015,1.043829068,0.709976419,-0.782515775,-0.705712616,5.387576772,1.38246879,2.213279099,2.675735495,1.661945444,-3.382630077,5.292812166,1.221215001,1.697285524,0.31767001,4.043494941,0.84405227,2.005598331,-0.038793257,2.815875193,0.026496765,-9.16956028,3.993900749
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,8.943955724,0.31108276,-3.83115589,3.536028975,2.442269209,-2.95601562,2.39868547,1.463746431,3.397427328,5.352738288,4.192143326,4.071012475,2.769492659,2.73515014,-12.92560801,11.42403605,3.940796597,9.359432633,1.338635272,2.211964667,-1.122652008,-0.417389095,0.282413533,6.681133562,-0.770453273,2.804572008,3.198944692,3.54313168,-6.331028636,5.482358252,4.006524676,3.834575261,3.674089784,5.230700609,6.430494678,3.919120185,0.477786592,2.546338319,-1.640166224,-10.38991148,2.986850007
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,9.390498676,-0.032936758,-4.586315153,3.446272469,1.989561917,-3.7356047,2.098884932,1.249570504,3.409426377,4.889778309,3.503359062,3.104217079,2.476969366,3.593156346,-8.238967087,5.659101177,7.316626747,7.233759943,3.959921618,4.722558904,-2.066467365,-0.935473084,-0.974954164,3.054376295,2.794120187,5.210712699,3.062055326,0.595048184,-5.253184237,6.325580698,3.001627874,4.420923144,2.340292943,4.77902782,3.525684666,4.004460483,2.391939712,2.673768425,0.71681532,-7.440385229,5.39094072
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|México<C1>,NA,9.063683129,-0.073882757,-4.15180492,3.125876805,1.326096959,-3.840444589,1.623249948,1.028493734,3.546739885,4.949804474,4.055634059,3.378927333,3.072274459,3.849442546,-7.656377298,8.797234817,8.436998671,5.063062737,3.664368626,5.768496579,0.528705546,-1.680265987,-0.032190497,2.426281276,2.378004613,4.668568254,2.950935992,1.138380624,-4.959037866,7.735453536,4.616390459,4.405819739,1.877590984,2.720404421,3.058675489,2.78746179,4.810507853,3.289254978,-1.709584069,-5.848280985,5.865325151
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,7.223499231,1.223802094,-1.422407531,3.40306301,2.589342694,-0.934131704,2.531442274,1.835998732,3.029251356,4.076667868,3.05940923,2.128479402,-0.043377745,6.735341683,-2.202470019,4.330957291,10.73274333,0.828068161,6.016819034,1.767145583,-2.37207445,-1.20962993,3.344697174,2.225480932,1.662589097,4.713655827,2.440545857,1.94525281,-5.275498132,4.026528553,4.096344798,2.5503477,2.112204024,5.616513309,1.681240223,4.163736194,3.169416879,2.290764404,0.043525547,-6.352099178,2.355635709
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Morelos<C1>,NA,8.011012115,-0.009788729,-3.927527077,3.272764749,2.25358612,-2.724474588,2.49847993,1.720530295,3.456741069,4.783127442,3.21371705,2.920731578,3.884629954,2.560526689,-11.54594414,6.557268677,6.625441611,8.202176859,4.991756713,1.775599398,3.460016435,-2.639111589,4.516883003,1.062308779,7.227348442,-1.810877265,0.682344478,0.205016541,-0.780420484,3.941897309,-0.175089255,0.595237223,3.646929708,1.94167896,0.974860032,3.701708151,4.54006052,-0.945711547,-0.132695562,-10.59277416,3.676877782
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,8.404910236,0.38736203,-2.438792163,3.0925166,1.803601827,-2.554062712,1.94257989,1.144852991,3.392379433,5.604259168,4.641071513,4.375247066,3.322300094,3.362162204,-12.17077469,2.482436744,1.598780861,8.625144273,2.932610272,1.625505499,2.994082257,-2.433152759,-3.579744635,14.15701761,3.902448845,2.100202961,-0.532107949,7.218537308,-5.345649111,5.102873706,2.984089748,0.095386328,2.804796513,5.171672693,4.657692645,4.743206866,1.278002473,-0.297621207,0.333794783,-11.32059516,8.24708941
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,11.25469405,0.288342364,-4.965925199,4.371262231,2.326366827,-4.24732066,2.566707315,1.712184108,4.494965771,6.091693607,4.803922946,4.387741383,4.173772938,5.911711746,-7.01818849,6.463327614,9.061171805,7.585494157,5.858845051,6.707939013,-0.342602496,2.409300843,4.09034257,5.71634305,4.188690566,6.934316624,6.104382178,1.565764998,-6.629085945,7.605386741,4.353169652,4.11338506,1.003945829,3.215002617,5.762629133,2.407485465,3.888262823,3.568246621,1.43774087,-7.617443493,6.062849656
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,6.376243054,0.205806995,-2.106165436,2.459204747,1.582444317,-1.838597002,1.624779305,0.892505789,2.379112014,3.923218734,2.983053395,2.613150212,2.273969351,7.895736054,-8.335844271,3.852430625,1.939866977,2.495487659,2.753408784,3.500155755,0.651734409,0.231365462,0.260973819,3.839724511,1.385492458,2.034076473,0.821832226,3.101886923,-0.936789712,1.593883463,3.01053083,2.010732332,2.434830122,1.923756685,4.145555491,-1.547340094,-2.362503309,4.080254394,-3.009863638,-6.075460067,5.078493364
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Puebla<C1>,NA,8.898746231,0.081402195,-4.688497957,3.724499709,2.666216904,-3.358090305,2.808919456,1.812146431,3.611068436,4.984979794,2.798267606,2.521914133,2.5670793,5.192580027,-8.530794268,9.631230088,8.785046586,8.040901436,8.014226352,3.526974257,1.475237333,-1.858719,2.548912033,2.526017091,5.486798518,4.442556954,4.163072583,0.676389516,-7.759736454,8.643321105,4.975954099,6.257754586,-0.947973288,1.337322408,2.737255927,2.720097616,6.081511311,2.506180512,-1.39943932,-10.82237961,2.215087657
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,12.40471765,-0.264531688,-7.195132725,4.735194607,2.977027163,-5.655315213,3.008300936,1.73816888,4.648790918,7.041027444,5.364851639,6.192374251,4.653236853,7.454051628,-6.215445779,10.30046419,12.10481989,9.690899282,3.326531404,4.410828861,-0.414515364,-0.442905215,0.061184936,7.454060165,6.754167713,6.221284356,5.097259869,2.47636522,-2.887391074,6.322993084,7.467579107,3.052834423,0.532637756,7.086704358,5.764339278,4.284807588,4.540823123,2.944731253,-0.847157135,-9.257206297,6.152542081
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,8.942499217,-0.557517561,-3.741945836,3.2544733,1.355181901,-2.577689388,2.647573452,2.618909755,5.292146424,6.486373625,6.118404058,5.876326209,5.108672152,3.861246767,-4.230414636,9.533793794,9.822354992,7.472553869,-0.118465383,3.878102267,5.116060535,-0.213658335,4.130374824,8.811143939,4.294632553,6.526606426,10.63293139,5.243006099,-8.544456825,5.104213325,5.588053544,4.686164343,4.433174966,3.542241545,4.642665387,7.13536351,4.097218514,5.261244697,1.27358917,-23.46923185,16.03935665
