Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020<R>,2021<P>
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,9.687670018,-0.304892049,-4.977252777,3.470916949,1.874496067,-4.117887109,2.197748519,1.401174074,3.981079532,5.773891945,4.369430752,3.648573608,3.289733819,7.123409904,-10.27257885,7.58481195,6.492033336,5.542252386,2.730691363,4.971352573,-0.848182865,0.286830485,4.361506843,5.878447612,4.116794064,4.614560789,2.190681282,2.159680825,-5.250660585,5.296647618,5.376642714,4.724578522,3.566338155,2.864558012,3.991904832,3.857696674,3.687269792,4.27515665,-0.332890404,-7.337066957,3.903022991
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,8.614928111,-0.052721289,-2.973250782,3.092390813,2.202136601,-2.888707429,2.154008409,0.834839445,2.979955579,5.623247006,3.737287101,2.230130255,2.84470739,2.467361302,-5.1927109,2.040839818,2.44037636,3.783337102,2.859331144,7.221894066,-2.186126002,-3.319268672,0.330025999,6.118077355,0.368811233,3.235190266,3.61782698,3.520113767,-4.208416909,3.163974997,1.953438388,3.585347728,1.182926071,1.790062319,5.51945874,4.90181598,1.208499724,2.600429402,1.856746072,-7.14769457,3.617001842
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sonora<C1>,NA,11.01269461,-0.702755883,-6.840863192,3.930580315,2.718053242,-6.007124783,2.431827228,0.685483232,3.554564286,6.988984289,4.529088846,5.113808227,2.719544208,8.969062154,-5.095761713,4.71394398,10.34257725,6.674161701,3.681839846,8.400744402,-3.298132276,-7.759991146,-2.817631449,5.18436374,5.305009248,6.111405444,1.34353249,0.303135979,-6.032031407,5.148385143,9.271859577,5.178225519,2.901570416,2.465390667,5.108056961,5.338098941,-0.511087247,0.942268846,-0.117160789,-5.136039242,3.82897582
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,9.025438347,0.089160944,-4.725250307,3.851085266,2.751350054,-2.525723952,3.079436773,2.503790618,4.16021538,5.270612904,4.197045576,3.703755521,3.254058448,0.460026119,-1.306014425,8.727596982,2.717776487,3.54367223,-1.416369393,-0.498005602,-2.918270563,-5.783152885,0.116979318,4.361696434,7.626130254,5.754227088,1.969303308,4.651989795,4.364732451,5.861094938,4.712124277,2.592569473,-1.839634023,2.016882973,-0.457145776,-4.89615929,-4.731217554,-8.27696866,-3.924131683,3.457959747,8.159015495
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,9.351570038,0.142993327,-4.917361895,4.068680979,3.044409784,-3.791381753,2.87673664,1.506336018,3.434103214,5.389729578,2.934600022,2.927982393,1.552870167,7.20889904,-7.041480909,8.702347554,7.051223218,9.578302557,6.515690038,5.430526166,-4.757510948,3.866880137,4.283442651,4.734299575,6.431947131,3.00539062,3.202463544,4.168647488,-9.022712169,1.927458509,1.908328991,2.102331107,1.473092078,0.982565767,3.075101539,1.597909967,-0.417342075,2.031124197,1.755767104,-8.425723518,1.632661968
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,9.134580399,0.071827404,-4.35816595,3.618504252,2.401932816,-3.146545303,2.338998728,1.424397326,3.343591783,5.17400957,4.465063368,4.326287868,1.663887493,3.448630236,-6.003999897,9.290198392,9.584145182,1.210529003,7.245639357,3.722637358,3.350938545,-3.187988544,-1.49536596,7.850108582,-11.70562714,-1.752469268,1.450301653,5.349582185,-1.810592336,8.649861334,-3.128195661,4.517939594,-2.514448596,3.085725188,6.74627283,0.415771032,-1.315759221,3.448620779,4.736211841,-12.04849144,4.174362619
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,7.4877414,0.463276997,-2.354531734,3.072633039,2.029914704,-1.695527766,2.16279568,1.526529995,3.115337794,4.448115861,3.67581233,3.059267668,2.25201898,5.993095769,-2.968378162,3.932027414,3.047174529,3.404627185,-1.619774038,0.573481385,-1.930192278,-0.539522254,1.897613971,4.933144296,0.783852233,5.49400809,3.075156442,-0.183465457,-2.176960042,4.233373384,3.992096203,4.407059666,0.208641593,-0.073195709,0.63533146,-0.103827836,-1.128412824,2.312384831,0.954139557,-7.840277955,3.82617921
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,8.546132002,0.337806659,-2.955899304,3.315584454,1.997556409,-2.437238417,2.178196659,1.437915353,3.412695288,4.910727842,3.877538732,3.204057609,3.926565721,6.803605555,-6.382696381,5.735889687,5.805666844,6.121403803,3.817322721,7.184365849,1.741134967,-0.817036866,1.293928256,4.564099159,4.670586943,4.835810945,3.102767317,1.015363298,-1.963756493,3.582766927,3.43811861,5.819175396,0.506583589,3.740023605,2.910655704,5.265677682,4.076536783,3.523374697,0.787581522,-7.894404634,7.122846266
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,7.034923633,1.057145274,-0.597587283,3.220346817,2.496155246,-0.476083471,2.612455017,2.002198819,3.550720644,5.091950089,4.652088465,4.861407962,3.506263837,3.77432868,1.342946066,-0.696577881,3.453823241,7.52490502,-1.859993714,-0.396607724,3.606531545,7.534726618,3.435153295,4.199319549,-0.003070089,6.101494489,3.413457058,9.012313342,3.26658186,10.89444649,0.101102352,2.658639419,-1.257223894,6.774990544,1.974958532,-1.192769906,-0.238563062,0.006412846,-3.647249769,-4.238548056,3.66956273
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,9.48831237,-0.007583347,-4.362980606,3.48671135,1.878577179,-3.708327141,2.070346272,1.279160145,3.654954035,5.20843224,4.037598203,3.508083325,2.913590099,4.827020463,-6.174762313,6.802156562,6.825113964,5.200988016,2.693440027,5.059341012,-0.454187838,-0.067065997,1.449409602,3.914148619,2.276007941,4.372745233,2.319083803,1.04032256,-5.236564486,5.156986198,3.646748389,3.732209661,1.371443352,2.713982346,3.188216347,2.431550297,2.044799141,2.14344684,-0.198886169,-7.752336536,4.566413505
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,0.077288963,0.00301409,-0.035524154,0.032605326,0.021523165,-0.027650911,0.02435611,0.01818807,0.038854198,0.055767884,0.045541975,0.045489141,0.035419617,0.053401153,-0.039611557,0.063290218,0.061403597,0.052936909,0.017661229,0.073305268,0.045806074,0.043216784,0.01011908,0.042650435,0.023553403,0.063559872,0.087523926,0.004523958,-0.053434465,0.065584014,0.046886107,0.058964728,0.033144491,0.112911847,0.048158978,0.081135729,0.029636838,0.047236711,-0.013786139,-0.099800911,0.01162517
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Baja California<C1>,NA,0.389731175,-0.025553974,-0.266264597,0.136981052,0.083526463,-0.226695465,0.078224576,0.031250581,0.134083002,0.202993583,0.137280491,0.150576618,0.005984908,0.224795837,-0.305693495,0.386063765,0.40000807,0.143603736,0.294589519,0.335109716,-0.272525261,-0.143790678,-0.031051248,0.187042586,0.076644753,0.172397434,0.039924089,-0.028234727,-0.345840858,0.14958807,0.087359016,0.103011693,0.061565858,0.080531549,0.207489025,0.145319513,0.104663679,0.073392036,0.052462636,-0.120708414,0.277439416
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,0.048250342,0.003587829,-0.01071689,0.021367517,0.013881012,-0.008110628,0.014971125,0.010237763,0.025884356,0.023509656,0.028009335,0.021921702,-0.017967406,0.018042218,-0.025224654,0.071289913,0.026482321,0.015249384,0.018006054,0.037839286,0.030715756,-0.016620674,0.032277702,0.043780317,0.044837953,0.046884046,0.0900399,0.01947411,-0.004419605,0.016980482,0.028227765,0.017733981,-0.015022942,0.006388789,0.090206521,0.020676443,0.084957528,0.143244299,-0.080485351,-0.209733804,0.118271139
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Campeche<C1>,NA,0.725590665,-0.018938412,-0.496121603,0.322858762,0.275063181,-0.237564611,0.301536049,0.239969882,0.353758494,0.447724081,0.268062788,0.240389578,-0.058486617,0.387672626,-0.533549052,0.750641869,0.441097721,0.256512294,-0.391892549,0.531425842,0.528279558,0.19662693,0.647150915,0.095943961,-0.161119868,-0.181704603,-0.478809989,-0.563644117,-0.60039628,-0.196276117,-0.191359868,-0.078764125,0.040813953,-0.224411213,-0.301090135,-0.223122313,-0.369377354,-0.048568809,-0.068675139,-0.200041325,-0.120377478
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,0.309358928,-0.002448494,-0.194266208,0.12190044,0.083971222,-0.163789891,0.069382098,0.025776583,0.0938726,0.163702776,0.100777954,0.147042745,0.071421458,0.081800578,-0.09697565,0.47700463,0.290614425,0.166412882,0.083854003,0.077651353,-0.005819887,0.169868462,0.15105311,0.100089647,0.074509678,0.161977356,0.1434923,-0.015096197,-0.534614922,0.502795551,0.231705739,0.177097676,-0.073519671,0.134313601,0.029322467,0.050153614,0.173580743,0.037027239,-0.024140433,-0.3846769,0.193269064
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Colima<C1>,NA,0.045231034,0.005366375,-0.011953124,0.020416906,0.015739615,-0.007987402,0.015523299,0.010599006,0.018171501,0.024719077,0.017288472,0.013346807,0.012618598,0.027064438,-0.031722452,0.045587096,0.025460631,0.0387184,0.018660281,0.021699821,-0.011311292,0.004643,-0.014417691,0.000486667,0.003556288,0.032032537,0.035836964,0.010013333,-0.017405119,0.040629072,0.041475925,0.017446595,0.005716787,0.014580755,0.013535736,0.016274068,0.020392803,0.017262746,0.022981081,-0.044719351,0.00099312
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,0.130349497,0.016039351,-0.025399111,0.06203365,0.046352607,-0.009516156,0.05244387,0.04398828,0.068881454,0.084676249,0.069798816,0.073356417,0.077848296,0.097331745,-0.028408681,-0.002334851,0.065818163,0.111661072,-0.003811674,0.032159068,-0.014735487,0.029313905,0.015426845,-0.077611716,0.014586734,0.060944804,0.029587886,0.040363397,-0.011050162,0.104706889,0.058925703,0.035541229,-0.02467989,0.083770443,-0.038695917,-0.004689925,-0.055665573,-0.057223405,-0.033780705,-0.040968616,0.084234408
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,0.283935226,-0.010620514,-0.144266096,0.101870404,0.063499756,-0.13494715,0.055705476,0.012430913,0.082837806,0.156910065,0.101263283,0.099952043,0.103012584,0.129595792,-0.107703926,0.239701597,0.18197024,0.223772569,0.163750266,0.244217064,-0.139701519,-0.039778927,0.074794027,0.129276519,0.096149397,0.227909641,0.107802507,0.04309504,-0.275736854,0.122483668,0.067121921,0.213341133,0.110971326,0.06011346,0.155281957,0.142119816,0.101820732,0.072593793,0.049728854,-0.187262165,0.162022854
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,1.957213671,-0.044094454,-0.718806231,0.538580951,-0.034089166,-0.896125094,0.05383921,0.002389029,0.642947942,0.841978238,0.871899199,0.601758008,0.961605969,0.780475257,-1.143037585,0.78302693,1.255168841,0.547747488,0.562197209,1.077504549,-0.221026393,0.155467399,-0.28241431,0.748623113,0.238622277,0.873791828,0.242926185,0.293419215,-0.610124613,0.618336883,0.605448914,0.673091678,0.253591523,0.482564032,0.754588469,0.527405181,0.519982355,0.466939395,0.036039854,-1.561566625,0.537755165
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Durango<C1>,NA,0.100977099,-0.005852992,-0.047948265,0.035143141,0.022052683,-0.03766227,0.024417602,0.014194357,0.038313216,0.055690057,0.038288776,0.025768838,0.025360543,0.062883904,-0.049605513,0.070575548,0.045330324,0.085942214,0.002294006,0.012377811,0.043463602,0.008886735,0.067407007,0.037737991,-0.020385095,0.040352916,0.016665401,0.02113855,-0.018325256,0.045312054,0.049097215,0.044557903,0.039594057,0.025033,-0.000501196,0.046882605,-0.006486964,0.015653484,0.010021386,-0.079773111,0.064086066
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,0.307567228,0.008100354,-0.124507244,0.117767011,0.069368141,-0.109151426,0.074131109,0.045149302,0.119904435,0.173755113,0.127365083,0.106223582,0.103397196,0.132824035,-0.114673746,0.21240664,0.197917624,0.223340685,0.052826039,0.186276391,0.016411906,0.145738768,0.099221587,0.100315809,0.028139545,0.172474151,0.079551861,0.100283103,-0.148232158,0.260055338,0.215953343,0.152992257,0.15328596,0.163075446,0.210149937,0.117485265,0.181663875,0.051417906,-0.063806871,-0.288547866,0.194715998
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,0.0901704,0.008330759,-0.023561757,0.036422349,0.024811568,-0.021220077,0.025612047,0.016864629,0.037061867,0.056619014,0.043873253,0.02973339,0.001857416,0.099181188,-0.108686954,0.047255626,0.046152196,0.061754428,0.018772656,0.016060665,0.010506382,-0.011715258,-0.010489776,0.078380234,0.020397792,0.032370775,0.038324836,0.02388719,-0.048917754,0.078039216,0.018029311,0.024471342,0.004490294,0.056561031,0.011959558,0.027772177,-0.000534949,0.038037349,0.000360279,-0.124961055,0.053591941
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,0.138062486,0.004778124,-0.059032762,0.054788254,0.037859258,-0.046076725,0.037681491,0.023068291,0.053640219,0.084301644,0.066113696,0.064298731,0.043980048,0.043373866,-0.200883268,0.164771891,0.059298874,0.137032829,0.020373882,0.033221716,-0.01640424,-0.006057952,0.004084559,0.09551796,-0.011308217,0.039937572,0.044869075,0.050124066,-0.091782492,0.078561169,0.057590393,0.055310093,0.05304754,0.07723781,0.097280852,0.06115156,0.007563358,0.039689531,-0.025665952,-0.160237349,0.044747301
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,0.645906019,-0.002263463,-0.315098459,0.236219982,0.136318482,-0.256230633,0.143924829,0.085709561,0.233788378,0.334503631,0.238934541,0.21062528,0.167409928,0.241818896,-0.547954768,0.368093392,0.470812899,0.467622278,0.260933239,0.315023855,-0.137404255,-0.061194354,-0.063222809,0.193333742,0.175396917,0.328752078,0.194740942,0.038118739,-0.335035558,0.403359692,0.193530125,0.283265119,0.15094692,0.311189273,0.234192684,0.266865157,0.161851344,0.181536838,0.048921217,-0.51245058,0.372552333
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|México<C1>,NA,0.77243423,-0.00627209,-0.352223301,0.26577303,0.112356292,-0.323625001,0.136599677,0.08617066,0.296422314,0.413252952,0.337767428,0.281457704,0.255594823,0.320744351,-0.631997599,0.714702862,0.698240688,0.425338411,0.307433147,0.488540957,0.045078957,-0.144678877,-0.002727011,0.202540067,0.195667735,0.384523715,0.243740885,0.09460841,-0.412535139,0.645385689,0.394599561,0.380123603,0.163046013,0.237413658,0.266951757,0.242975651,0.420776189,0.295509685,-0.155313525,-0.523266376,0.535623435
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,0.166944379,0.027698584,-0.032590124,0.080368179,0.061101587,-0.022196804,0.061885041,0.045086602,0.074798291,0.100053475,0.074279206,0.051191336,-0.001029358,0.155238016,-0.051687254,0.105941366,0.256463509,0.020510848,0.142838772,0.043309538,-0.056313493,-0.028163572,0.07698356,0.05217996,0.038348578,0.108071109,0.05613774,0.044798064,-0.122579812,0.09352071,0.094119474,0.058852129,0.048186142,0.129066967,0.039726504,0.096949262,0.075045295,0.054838382,0.001043457,-0.152651469,0.057469116
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Morelos<C1>,NA,0.103180593,-0.000124376,-0.049902295,0.041772364,0.028704477,-0.034830036,0.032267244,0.022313422,0.04502557,0.062183198,0.041611134,0.037518085,0.04961663,0.033013038,-0.145644011,0.077980181,0.078610244,0.097136158,0.060802493,0.022111869,0.04174146,-0.03309,0.055176449,0.013369113,0.088459679,-0.023237381,0.008237172,0.002435342,-0.009193789,0.048621432,-0.002134688,0.006989535,0.0415288,0.022606859,0.011264898,0.041857216,0.051973501,-0.011091005,-0.001509146,-0.120551503,0.040556396
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,0.060561721,0.002763525,-0.017467594,0.022595475,0.013127821,-0.018576497,0.014298358,0.008416141,0.024905279,0.041039652,0.034114154,0.03234676,0.024767964,0.025164683,-0.089821305,0.017149786,0.010598365,0.054379028,0.019091057,0.010606555,0.01889808,-0.015889587,-0.02282385,0.085788166,0.0259789,0.014203547,-0.003520261,0.046424853,-0.036481856,0.034784926,0.020331275,0.000645733,0.018321835,0.034260712,0.031594057,0.0326323,0.008990823,-0.002078049,0.002274922,-0.077565414,0.0543209
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,0.582843304,0.015173199,-0.262091093,0.229251543,0.123049528,-0.225642805,0.135595411,0.090892057,0.239637482,0.327394753,0.260351767,0.239548105,0.229803041,0.329477579,-0.395192224,0.360676513,0.50404124,0.430786792,0.34027059,0.401592835,-0.020832886,0.146668378,0.255173695,0.36589411,0.272761369,0.459997066,0.414880575,0.110353127,-0.469639193,0.530887867,0.310944566,0.295819439,0.072465378,0.231219427,0.416463477,0.178329034,0.287946599,0.26902139,0.109907842,-0.591863401,0.471762748
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,0.121221969,0.003801487,-0.038986268,0.046595415,0.029685429,-0.0343904,0.030981117,0.016943915,0.04499419,0.073283358,0.055040948,0.047727062,0.041173111,0.142073829,-0.154383931,0.069705524,0.034130368,0.041898178,0.045039684,0.057288249,0.010508849,0.003772084,0.004267512,0.062052638,0.022374492,0.032562545,0.012861522,0.047833604,-0.014740803,0.026218461,0.047843522,0.031758521,0.037818727,0.030193983,0.064565253,-0.024322742,-0.035693809,0.058983898,-0.044335426,-0.08697119,0.074020981
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Puebla<C1>,NA,0.257041749,0.002338655,-0.134818662,0.106734177,0.076582194,-0.097200698,0.081600547,0.053024707,0.106218512,0.146569628,0.082100622,0.073111042,0.073711357,0.14859821,-0.244980611,0.269636845,0.252461881,0.235316467,0.240867146,0.111495287,0.045955232,-0.059023354,0.079489192,0.079628961,0.170652707,0.142512027,0.133635821,0.022103595,-0.252665486,0.27394245,0.16293709,0.20753735,-0.032204818,0.044392398,0.089645345,0.08869409,0.198858148,0.085190868,-0.047739109,-0.364743026,0.072169825
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,0.167983467,-0.003677682,-0.099774098,0.063717915,0.040542878,-0.077847752,0.040573198,0.023658247,0.063561544,0.097192917,0.075345274,0.08807668,0.06790128,0.11061019,-0.094541955,0.156610449,0.190072632,0.159689462,0.057155047,0.076252188,-0.007121699,-0.007612491,0.001047669,0.12588924,0.117954823,0.113405727,0.094561892,0.047187701,-0.055801866,0.12522777,0.14953637,0.063385809,0.010986694,0.144967571,0.122936846,0.093664067,0.101056341,0.0671382,-0.019466219,-0.211333023,0.138165237
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,0.081123364,-0.0050324,-0.033590696,0.029404464,0.012216715,-0.023118013,0.024023575,0.023897873,0.0489303,0.060919159,0.05816123,0.056977281,0.05066738,0.03911234,-0.042457016,0.097665284,0.103194891,0.08071031,-0.001307161,0.04161975,0.054288173,-0.002394062,0.046213361,0.101190163,0.051645288,0.080035066,0.133081253,0.070953204,-0.120441076,0.069436564,0.075980467,0.064910957,0.06197136,0.051012567,0.067399145,0.10504655,0.06308904,0.082642138,0.02061581,-0.38550563,0.218574499
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,0.169761629,-0.005352496,-0.087117765,0.060361886,0.032593937,-0.071599391,0.038050621,0.024289445,0.069095417,0.100526671,0.076483093,0.064068815,0.057846009,0.125714395,-0.185262578,0.130815303,0.112788655,0.095987511,0.047446872,0.086410605,-0.014730521,0.004961712,0.075714334,0.104977208,0.074907343,0.085475695,0.04067209,0.040046219,-0.098439794,0.099287192,0.10092058,0.09016133,0.068709177,0.056383605,0.078688559,0.07663531,0.074269534,0.087496843,-0.006955238,-0.153090996,0.081804829
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,0.21626507,-0.001312933,-0.07401026,0.078094458,0.0554003,-0.072903525,0.054824334,0.021265948,0.075575687,0.141684425,0.094536687,0.056249506,0.070864827,0.061423576,-0.126359764,0.050181731,0.057330738,0.085232173,0.063547839,0.160763865,-0.049666244,-0.074097917,0.007127595,0.13067462,0.008044427,0.069249368,0.076595708,0.075472924,-0.092444963,0.070256109,0.042554031,0.076827812,0.025312176,0.038232406,0.116825,0.106095936,0.026787832,0.057169209,0.041002308,-0.16109282,0.082053336
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Sonora<C1>,NA,0.331549861,-0.021451844,-0.207367729,0.116061015,0.080602111,-0.179605246,0.070972693,0.020076626,0.103496828,0.203298378,0.133973593,0.151984623,0.082079904,0.270189274,-0.159573273,0.149314297,0.321196087,0.214095705,0.119761036,0.275885208,-0.111757404,-0.255435544,-0.085608126,0.150891308,0.156290076,0.185379462,0.04143274,0.009259176,-0.182901917,0.154797782,0.278756516,0.164131446,0.093251571,0.080429462,0.166238948,0.176957743,-0.017423272,0.03131795,-0.00384825,-0.168835928,0.129438967
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,0.319441803,0.003142376,-0.166697209,0.135343819,0.097034818,-0.089840528,0.110881474,0.091045431,0.153107264,0.194918432,0.155307374,0.137263728,0.120825623,0.017137623,-0.046626854,0.327758407,0.103904094,0.13027009,-0.051247354,-0.017297815,-0.096001869,-0.185538191,0.003538324,0.130197373,0.228621701,0.181528236,0.062947781,0.148190165,0.14400946,0.212973279,0.172369867,0.095811205,-0.067238747,0.071382116,-0.016069631,-0.166030059,-0.14895957,-0.24329128,-0.103577803,0.087866229,0.232513592
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,0.256942814,0.003923964,-0.135143413,0.111171007,0.083652028,-0.1053689,0.079880409,0.042157964,0.096326143,0.150859093,0.082281306,0.081225386,0.042836863,0.196232498,-0.196030473,0.240030003,0.197948616,0.269460324,0.1909288,0.165053151,-0.145108685,0.112844933,0.129922018,0.147608502,0.202121425,0.098280884,0.103353495,0.135696787,-0.302798556,0.062100332,0.059595737,0.064553094,0.044521303,0.02972589,0.091463862,0.047475117,-0.012298636,0.058410925,0.050436702,-0.246780374,0.047469845
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,0.059613304,0.000467239,-0.028372509,0.023558353,0.015657753,-0.020617113,0.015415238,0.009412239,0.02212572,0.034135391,0.029448499,0.028650467,0.011106053,0.022739263,-0.039068068,0.060561406,0.063933067,0.008283649,0.047701178,0.025594112,0.022745457,-0.02246655,-0.010209107,0.052038293,-0.080535613,-0.010408855,0.008108592,0.02965539,-0.01046508,0.051802994,-0.019356671,0.026128765,-0.014652052,0.017291694,0.037941384,0.002418946,-0.007504409,0.019021398,0.026457104,-0.070632623,0.023331935
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,0.419041689,0.025452961,-0.129969783,0.173170775,0.113946366,-0.095317413,0.12412732,0.087690069,0.179394722,0.254808444,0.209045641,0.173377362,0.127074891,0.335999074,-0.168271446,0.230516147,0.173840724,0.187364142,-0.087617631,0.029718132,-0.095752819,-0.026367727,0.092302422,0.241014703,0.03867158,0.267094043,0.151106382,-0.009081702,-0.106456253,0.213701539,0.199751816,0.22125002,0.010542692,-0.003656165,0.030874004,-0.004920699,-0.052155017,0.103554463,0.042799462,-0.355751394,0.173446779
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,0.102143286,0.004002718,-0.035145845,0.040002539,0.024060673,-0.02939095,0.026613871,0.017587452,0.04180684,0.06001772,0.047256236,0.038988329,0.047639774,0.083358481,-0.079676,0.071443148,0.07159032,0.074763356,0.047030522,0.089482166,0.022124693,-0.010611091,0.016678502,0.058740252,0.060486731,0.064092742,0.041305825,0.013620631,-0.026336382,0.049708757,0.046987742,0.079368852,0.0070484,0.051593218,0.040553271,0.073167727,0.058211622,0.051314384,0.011625288,-0.117679069,0.106014202
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,0.050585406,0.007431188,-0.004245461,0.023779192,0.018384286,-0.00352763,0.020007251,0.015415098,0.027532462,0.039443527,0.03599635,0.037838172,0.027647387,0.029932509,0.010543351,-0.005906955,0.027231919,0.057458243,-0.01451617,-0.002958047,0.025501935,0.055451723,0.027204063,0.033906675,-2.48569E-05,0.04829983,0.027468707,0.073299409,0.028664117,0.104176364,0.001019523,0.025892758,-0.01211751,0.063606155,0.019274734,-0.011504044,-0.002219484,5.83272E-05,-0.032479064,-0.036440459,0.032750383
