,año,clave_entidad,entidad,sexo_victima,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,delitos_totales
0,2015,1,Aguascalientes,Hombre,7,1.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,34.0
1,2015,1,Aguascalientes,Mujer,0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0
2,2015,1,Aguascalientes,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2015,2,Baja California,Hombre,45,50.0,51.0,56.0,78.0,73.0,65.0,79.0,80.0,70.0,72.0,66.0,785.0
4,2015,2,Baja California,Mujer,7,8.0,5.0,10.0,4.0,10.0,13.0,8.0,11.0,8.0,13.0,7.0,104.0
5,2015,2,Baja California,No identificado,0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0
6,2015,3,Baja California Sur,Hombre,15,11.0,8.0,18.0,20.0,7.0,10.0,21.0,28.0,5.0,6.0,6.0,155.0
7,2015,3,Baja California Sur,Mujer,2,2.0,0.0,0.0,2.0,0.0,1.0,7.0,6.0,1.0,0.0,0.0,21.0
8,2015,3,Baja California Sur,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9,2015,4,Campeche,Hombre,3,3.0,9.0,4.0,7.0,5.0,0.0,3.0,3.0,4.0,3.0,7.0,51.0
10,2015,4,Campeche,Mujer,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
11,2015,4,Campeche,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2015,5,Coahuila de Zaragoza,Hombre,54,18.0,33.0,22.0,21.0,11.0,24.0,21.0,14.0,13.0,15.0,25.0,271.0
13,2015,5,Coahuila de Zaragoza,Mujer,8,7.0,9.0,4.0,4.0,4.0,0.0,5.0,3.0,2.0,2.0,5.0,53.0
14,2015,5,Coahuila de Zaragoza,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2015,6,Colima,Hombre,10,8.0,10.0,7.0,12.0,11.0,8.0,10.0,21.0,18.0,25.0,29.0,169.0
16,2015,6,Colima,Mujer,3,4.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,15.0
17,2015,6,Colima,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2015,7,Chiapas,Hombre,37,37.0,29.0,44.0,41.0,38.0,31.0,54.0,54.0,42.0,34.0,36.0,477.0
19,2015,7,Chiapas,Mujer,0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,2.0,33.0
20,2015,7,Chiapas,No identificado,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
21,2015,8,Chihuahua,Hombre,109,97.0,87.0,76.0,91.0,98.0,115.0,102.0,66.0,63.0,66.0,67.0,1037.0
22,2015,8,Chihuahua,Mujer,7,10.0,16.0,2.0,9.0,10.0,7.0,9.0,9.0,11.0,5.0,9.0,104.0
23,2015,8,Chihuahua,No identificado,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
24,2015,9,Ciudad de México,Hombre,53,57.0,58.0,66.0,76.0,64.0,67.0,69.0,62.0,64.0,70.0,65.0,771.0
25,2015,9,Ciudad de México,Mujer,7,5.0,3.0,5.0,9.0,4.0,10.0,2.0,7.0,8.0,3.0,5.0,68.0
26,2015,9,Ciudad de México,No identificado,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
27,2015,10,Durango,Hombre,15,20.0,29.0,27.0,21.0,18.0,21.0,15.0,13.0,13.0,13.0,22.0,227.0
28,2015,10,Durango,Mujer,2,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0
29,2015,10,Durango,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2015,11,Guanajuato,Hombre,62,64.0,62.0,73.0,62.0,85.0,59.0,91.0,86.0,59.0,78.0,66.0,847.0
31,2015,11,Guanajuato,Mujer,4,8.0,5.0,2.0,9.0,6.0,4.0,10.0,7.0,38.0,7.0,9.0,109.0
32,2015,11,Guanajuato,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,2015,12,Guerrero,Hombre,0,0.0,0.0,0.0,159.0,126.0,152.0,189.0,129.0,132.0,155.0,166.0,1208.0
34,2015,12,Guerrero,Mujer,0,0.0,0.0,0.0,14.0,5.0,27.0,9.0,11.0,14.0,18.0,26.0,124.0
35,2015,12,Guerrero,No identificado,138,140.0,155.0,194.0,2.0,10.0,0.0,1.0,23.0,21.0,0.0,0.0,684.0
36,2015,13,Hidalgo,Hombre,5,16.0,10.0,5.0,8.0,7.0,12.0,11.0,15.0,14.0,11.0,11.0,125.0
37,2015,13,Hidalgo,Mujer,0,3.0,3.0,2.0,0.0,0.0,2.0,5.0,7.0,4.0,2.0,3.0,31.0
38,2015,13,Hidalgo,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
39,2015,14,Jalisco,Hombre,82,71.0,65.0,88.0,71.0,72.0,88.0,85.0,78.0,88.0,94.0,102.0,984.0
40,2015,14,Jalisco,Mujer,11,4.0,5.0,7.0,7.0,4.0,5.0,7.0,9.0,5.0,5.0,5.0,74.0
41,2015,14,Jalisco,No identificado,0,1.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,2.0,1.0,2.0,20.0
42,2015,15,México,Hombre,172,135.0,169.0,182.0,179.0,164.0,133.0,156.0,188.0,152.0,157.0,172.0,1959.0
43,2015,15,México,Mujer,26,31.0,24.0,24.0,30.0,31.0,30.0,26.0,31.0,25.0,31.0,26.0,335.0
44,2015,15,México,No identificado,1,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0
45,2015,16,Michoacán de Ocampo,Hombre,67,44.0,48.0,59.0,109.0,78.0,79.0,79.0,63.0,65.0,77.0,86.0,854.0
46,2015,16,Michoacán de Ocampo,Mujer,9,7.0,3.0,4.0,3.0,5.0,8.0,6.0,4.0,9.0,8.0,19.0,85.0
47,2015,16,Michoacán de Ocampo,No identificado,0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,3.0,13.0
48,2015,17,Morelos,Hombre,21,29.0,51.0,29.0,28.0,37.0,34.0,41.0,43.0,31.0,39.0,50.0,433.0
49,2015,17,Morelos,Mujer,2,5.0,7.0,4.0,3.0,1.0,6.0,3.0,7.0,1.0,3.0,1.0,43.0
50,2015,17,Morelos,No identificado,6,3.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0
51,2015,18,Nayarit,Hombre,5,5.0,7.0,7.0,4.0,10.0,10.0,11.0,7.0,5.0,7.0,3.0,81.0
52,2015,18,Nayarit,Mujer,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,8.0
53,2015,18,Nayarit,No identificado,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
54,2015,19,Nuevo León,Hombre,31,24.0,31.0,30.0,36.0,48.0,29.0,34.0,44.0,39.0,22.0,24.0,392.0
55,2015,19,Nuevo León,Mujer,3,7.0,2.0,2.0,5.0,7.0,4.0,2.0,5.0,11.0,3.0,7.0,58.0
56,2015,19,Nuevo León,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2015,20,Oaxaca,Hombre,0,50.0,0.0,0.0,53.0,0.0,0.0,39.0,0.0,0.0,66.0,0.0,208.0
58,2015,20,Oaxaca,Mujer,0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0
59,2015,20,Oaxaca,No identificado,0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0
60,2015,21,Puebla,Hombre,39,34.0,34.0,38.0,35.0,36.0,39.0,48.0,42.0,43.0,53.0,30.0,471.0
61,2015,21,Puebla,Mujer,7,7.0,5.0,6.0,6.0,7.0,7.0,9.0,9.0,11.0,8.0,3.0,85.0
62,2015,21,Puebla,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2015,22,Querétaro,Hombre,9,10.0,11.0,10.0,10.0,8.0,10.0,10.0,10.0,22.0,13.0,7.0,130.0
64,2015,22,Querétaro,Mujer,0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,12.0
65,2015,22,Querétaro,No identificado,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
66,2015,23,Quintana Roo,Hombre,8,5.0,10.0,16.0,10.0,18.0,20.0,20.0,17.0,12.0,20.0,4.0,160.0
67,2015,23,Quintana Roo,Mujer,3,5.0,1.0,3.0,1.0,5.0,1.0,9.0,6.0,8.0,3.0,2.0,47.0
68,2015,23,Quintana Roo,No identificado,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,6.0,25.0
69,2015,24,San Luis Potosí,Hombre,18,11.0,13.0,12.0,21.0,20.0,23.0,20.0,15.0,23.0,19.0,26.0,221.0
70,2015,24,San Luis Potosí,Mujer,1,2.0,2.0,1.0,7.0,5.0,0.0,3.0,2.0,4.0,5.0,3.0,35.0
71,2015,24,San Luis Potosí,No identificado,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,2015,25,Sinaloa,Hombre,65,73.0,60.0,75.0,109.0,77.0,72.0,88.0,68.0,70.0,96.0,85.0,938.0
73,2015,25,Sinaloa,Mujer,1,3.0,2.0,6.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,34.0
74,2015,25,Sinaloa,No identificado,1,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0
75,2015,26,Sonora,Hombre,31,35.0,41.0,30.0,47.0,48.0,56.0,62.0,43.0,47.0,37.0,23.0,500.0
76,2015,26,Sonora,Mujer,5,2.0,4.0,2.0,6.0,6.0,6.0,7.0,4.0,9.0,4.0,3.0,58.0
77,2015,26,Sonora,No identificado,0,6.0,7.0,0.0,4.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,31.0
78,2015,27,Tabasco,Hombre,16,9.0,16.0,16.0,12.0,14.0,28.0,25.0,12.0,21.0,9.0,11.0,189.0
79,2015,27,Tabasco,Mujer,3,1.0,1.0,2.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,3.0,22.0
80,2015,27,Tabasco,No identificado,5,3.0,1.0,1.0,0.0,6.0,1.0,1.0,3.0,0.0,7.0,5.0,33.0
81,2015,28,Tamaulipas,Hombre,37,114.0,62.0,70.0,48.0,53.0,66.0,46.0,34.0,30.0,50.0,32.0,642.0
82,2015,28,Tamaulipas,Mujer,1,8.0,7.0,5.0,9.0,6.0,5.0,8.0,6.0,8.0,9.0,5.0,77.0
83,2015,28,Tamaulipas,No identificado,11,3.0,11.0,9.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,43.0
84,2015,29,Tlaxcala,Hombre,4,2.0,7.0,7.0,0.0,3.0,1.0,5.0,1.0,6.0,3.0,5.0,44.0
85,2015,29,Tlaxcala,Mujer,1,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,8.0
86,2015,29,Tlaxcala,No identificado,0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0
87,2015,30,Veracruz de Ignacio de la Llave,Hombre,18,29.0,38.0,33.0,29.0,29.0,48.0,48.0,36.0,53.0,62.0,58.0,481.0
88,2015,30,Veracruz de Ignacio de la Llave,Mujer,4,1.0,1.0,3.0,2.0,1.0,4.0,3.0,5.0,4.0,7.0,3.0,38.0
89,2015,30,Veracruz de Ignacio de la Llave,No identificado,5,5.0,1.0,1.0,6.0,6.0,7.0,3.0,7.0,3.0,3.0,8.0,55.0
90,2015,31,Yucatán,Hombre,1,1.0,6.0,2.0,8.0,4.0,5.0,1.0,4.0,2.0,4.0,6.0,44.0
91,2015,31,Yucatán,Mujer,0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0
92,2015,31,Yucatán,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2015,32,Zacatecas,Hombre,27,20.0,21.0,23.0,9.0,24.0,40.0,17.0,18.0,25.0,29.0,17.0,270.0
94,2015,32,Zacatecas,Mujer,0,0.0,1.0,1.0,2.0,0.0,7.0,1.0,2.0,0.0,1.0,1.0,16.0
95,2015,32,Zacatecas,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2016,1,Aguascalientes,Hombre,0,3.0,7.0,6.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,38.0
97,2016,1,Aguascalientes,Mujer,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
98,2016,1,Aguascalientes,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2016,2,Baja California,Hombre,87,67.0,82.0,70.0,99.0,71.0,100.0,74.0,119.0,95.0,116.0,125.0,1105.0
100,2016,2,Baja California,Mujer,11,11.0,8.0,8.0,7.0,8.0,10.0,9.0,18.0,9.0,8.0,16.0,123.0
101,2016,2,Baja California,No identificado,2,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,16.0
102,2016,3,Baja California Sur,Hombre,9,4.0,6.0,9.0,12.0,19.0,10.0,34.0,35.0,31.0,43.0,42.0,254.0
103,2016,3,Baja California Sur,Mujer,0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,3.0,15.0
104,2016,3,Baja California Sur,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2016,4,Campeche,Hombre,11,3.0,3.0,7.0,5.0,4.0,6.0,8.0,5.0,7.0,10.0,7.0,76.0
106,2016,4,Campeche,Mujer,0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0
107,2016,4,Campeche,No identificado,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
108,2016,5,Coahuila de Zaragoza,Hombre,16,13.0,20.0,22.0,34.0,15.0,16.0,13.0,15.0,13.0,12.0,13.0,202.0
109,2016,5,Coahuila de Zaragoza,Mujer,2,2.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,5.0,30.0
110,2016,5,Coahuila de Zaragoza,No identificado,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,2016,6,Colima,Hombre,27,42.0,46.0,67.0,40.0,33.0,47.0,45.0,42.0,38.0,53.0,63.0,543.0
112,2016,6,Colima,Mujer,1,2.0,4.0,4.0,1.0,4.0,2.0,2.0,6.0,6.0,2.0,4.0,38.0
113,2016,6,Colima,No identificado,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
114,2016,7,Chiapas,Hombre,34,31.0,38.0,33.0,29.0,39.0,39.0,39.0,38.0,43.0,39.0,40.0,442.0
115,2016,7,Chiapas,Mujer,3,3.0,1.0,4.0,6.0,1.0,2.0,3.0,4.0,10.0,7.0,1.0,45.0
116,2016,7,Chiapas,No identificado,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
117,2016,8,Chihuahua,Hombre,87,78.0,77.0,99.0,110.0,93.0,110.0,119.0,132.0,197.0,114.0,112.0,1328.0
118,2016,8,Chihuahua,Mujer,3,3.0,7.0,10.0,12.0,16.0,18.0,17.0,11.0,12.0,14.0,19.0,142.0
119,2016,8,Chihuahua,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2016,9,Ciudad de México,Hombre,61,64.0,71.0,70.0,74.0,75.0,77.0,71.0,91.0,81.0,75.0,105.0,915.0
121,2016,9,Ciudad de México,Mujer,8,6.0,2.0,3.0,3.0,8.0,6.0,8.0,8.0,7.0,6.0,8.0,73.0
122,2016,9,Ciudad de México,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2016,10,Durango,Hombre,6,14.0,26.0,11.0,19.0,27.0,23.0,20.0,16.0,19.0,17.0,26.0,224.0
124,2016,10,Durango,Mujer,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,12.0
125,2016,10,Durango,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2016,11,Guanajuato,Hombre,57,63.0,76.0,77.0,93.0,85.0,91.0,93.0,95.0,94.0,86.0,83.0,993.0
127,2016,11,Guanajuato,Mujer,7,6.0,5.0,6.0,9.0,17.0,8.0,12.0,9.0,9.0,10.0,5.0,103.0
128,2016,11,Guanajuato,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2016,12,Guerrero,Hombre,150,140.0,155.0,153.0,141.0,169.0,176.0,182.0,138.0,156.0,180.0,131.0,1871.0
130,2016,12,Guerrero,Mujer,16,19.0,33.0,25.0,24.0,26.0,39.0,35.0,32.0,22.0,32.0,38.0,341.0
131,2016,12,Guerrero,No identificado,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,2016,13,Hidalgo,Hombre,11,6.0,11.0,8.0,10.0,7.0,14.0,11.0,10.0,9.0,14.0,9.0,120.0
133,2016,13,Hidalgo,Mujer,3,3.0,2.0,4.0,4.0,3.0,3.0,5.0,1.0,0.0,5.0,3.0,36.0
134,2016,13,Hidalgo,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2016,14,Jalisco,Hombre,86,92.0,92.0,73.0,117.0,75.0,89.0,101.0,116.0,92.0,95.0,110.0,1138.0
136,2016,14,Jalisco,Mujer,4,12.0,6.0,7.0,5.0,9.0,7.0,9.0,9.0,3.0,8.0,5.0,84.0
137,2016,14,Jalisco,No identificado,1,3.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,14.0
138,2016,15,México,Hombre,167,141.0,174.0,155.0,198.0,164.0,164.0,158.0,161.0,159.0,148.0,165.0,1954.0
139,2016,15,México,Mujer,26,19.0,17.0,29.0,27.0,18.0,23.0,27.0,23.0,35.0,19.0,29.0,292.0
140,2016,15,México,No identificado,2,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,11.0
141,2016,16,Michoacán de Ocampo,Hombre,66,92.0,80.0,89.0,92.0,95.0,170.0,134.0,143.0,114.0,113.0,127.0,1315.0
142,2016,16,Michoacán de Ocampo,Mujer,9,3.0,10.0,8.0,6.0,7.0,9.0,9.0,15.0,11.0,5.0,6.0,98.0
143,2016,16,Michoacán de Ocampo,No identificado,1,2.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,1.0,0.0,5.0,36.0
144,2016,17,Morelos,Hombre,39,39.0,45.0,37.0,54.0,51.0,48.0,56.0,50.0,52.0,59.0,59.0,589.0
145,2016,17,Morelos,Mujer,7,2.0,6.0,2.0,5.0,10.0,6.0,3.0,4.0,3.0,2.0,8.0,58.0
146,2016,17,Morelos,No identificado,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,9.0
147,2016,18,Nayarit,Hombre,4,2.0,1.0,2.0,0.0,1.0,1.0,6.0,4.0,4.0,3.0,1.0,29.0
148,2016,18,Nayarit,Mujer,0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,14.0
149,2016,18,Nayarit,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2016,19,Nuevo León,Hombre,42,83.0,33.0,39.0,52.0,41.0,57.0,39.0,53.0,51.0,34.0,31.0,555.0
151,2016,19,Nuevo León,Mujer,6,6.0,6.0,7.0,9.0,4.0,8.0,12.0,12.0,6.0,5.0,5.0,86.0
152,2016,19,Nuevo León,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2016,20,Oaxaca,Hombre,53,48.0,71.0,60.0,61.0,71.0,84.0,89.0,86.0,0.0,101.0,78.0,802.0
154,2016,20,Oaxaca,Mujer,0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,8.0,0.0,0.0,9.0,27.0
155,2016,20,Oaxaca,No identificado,3,0.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,18.0
156,2016,21,Puebla,Hombre,35,41.0,45.0,67.0,56.0,52.0,56.0,51.0,58.0,44.0,35.0,22.0,562.0
157,2016,21,Puebla,Mujer,10,8.0,9.0,11.0,6.0,15.0,1.0,11.0,6.0,4.0,5.0,1.0,87.0
158,2016,21,Puebla,No identificado,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
159,2016,22,Querétaro,Hombre,10,8.0,12.0,8.0,13.0,6.0,7.0,5.0,15.0,8.0,11.0,8.0,111.0
160,2016,22,Querétaro,Mujer,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0
161,2016,22,Querétaro,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2016,23,Quintana Roo,Hombre,5,3.0,4.0,11.0,8.0,2.0,8.0,15.0,8.0,14.0,12.0,2.0,92.0
163,2016,23,Quintana Roo,Mujer,2,4.0,1.0,2.0,0.0,0.0,3.0,1.0,8.0,2.0,1.0,1.0,25.0
164,2016,23,Quintana Roo,No identificado,1,5.0,3.0,1.0,3.0,10.0,2.0,7.0,2.0,2.0,5.0,7.0,48.0
165,2016,24,San Luis Potosí,Hombre,15,16.0,11.0,18.0,33.0,32.0,22.0,29.0,21.0,44.0,26.0,26.0,293.0
166,2016,24,San Luis Potosí,Mujer,5,1.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,6.0,2.0,32.0
167,2016,24,San Luis Potosí,No identificado,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,8.0
168,2016,25,Sinaloa,Hombre,71,102.0,51.0,78.0,96.0,87.0,79.0,107.0,126.0,89.0,101.0,95.0,1082.0
169,2016,25,Sinaloa,Mujer,6,8.0,1.0,5.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0
170,2016,25,Sinaloa,No identificado,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
171,2016,26,Sonora,Hombre,39,73.0,48.0,32.0,39.0,44.0,57.0,53.0,50.0,42.0,44.0,47.0,568.0
172,2016,26,Sonora,Mujer,2,6.0,3.0,3.0,3.0,5.0,1.0,4.0,1.0,5.0,2.0,3.0,38.0
173,2016,26,Sonora,No identificado,13,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0
174,2016,27,Tabasco,Hombre,6,19.0,21.0,16.0,22.0,17.0,20.0,15.0,22.0,25.0,34.0,35.0,252.0
175,2016,27,Tabasco,Mujer,2,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,14.0
176,2016,27,Tabasco,No identificado,3,0.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,17.0
177,2016,28,Tamaulipas,Hombre,40,46.0,85.0,67.0,46.0,61.0,76.0,51.0,78.0,62.0,46.0,48.0,706.0
178,2016,28,Tamaulipas,Mujer,3,3.0,12.0,12.0,11.0,12.0,20.0,8.0,11.0,14.0,19.0,10.0,135.0
179,2016,28,Tamaulipas,No identificado,0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0
180,2016,29,Tlaxcala,Hombre,4,3.0,6.0,6.0,3.0,4.0,6.0,11.0,7.0,5.0,6.0,5.0,66.0
181,2016,29,Tlaxcala,Mujer,1,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,12.0
182,2016,29,Tlaxcala,No identificado,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
183,2016,30,Veracruz de Ignacio de la Llave,Hombre,62,48.0,54.0,43.0,75.0,77.0,138.0,186.0,139.0,164.0,130.0,131.0,1247.0
184,2016,30,Veracruz de Ignacio de la Llave,Mujer,4,1.0,12.0,5.0,10.0,7.0,15.0,15.0,5.0,18.0,10.0,7.0,109.0
185,2016,30,Veracruz de Ignacio de la Llave,No identificado,15,2.0,12.0,6.0,8.0,10.0,11.0,23.0,6.0,9.0,1.0,3.0,106.0
186,2016,31,Yucatán,Hombre,1,8.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,6.0,1.0,42.0
187,2016,31,Yucatán,Mujer,1,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0
188,2016,31,Yucatán,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,2016,32,Zacatecas,Hombre,32,39.0,44.0,29.0,38.0,46.0,41.0,57.0,53.0,35.0,34.0,45.0,493.0
190,2016,32,Zacatecas,Mujer,2,3.0,8.0,3.0,2.0,1.0,5.0,6.0,3.0,6.0,11.0,8.0,58.0
191,2016,32,Zacatecas,No identificado,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
192,2017,1,Aguascalientes,Hombre,5,2.0,4.0,5.0,8.0,12.0,1.0,8.0,10.0,8.0,5.0,6.0,74.0
193,2017,1,Aguascalientes,Mujer,0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,9.0
